Date,Open,High,Low,Close,Volume
11/16/2004,4.420806113,4.469870297,4.254683032,4.297272682,835859304
11/17/2004,4.209604267,4.420806607,4.209105496,4.296276569,724590684
11/18/2004,4.241234433,4.344095676,4.127662659,4.17274332,664518816
11/19/2004,4.211596448,4.233513909,4.147338955,4.21906805,350421228
11/22/2004,4.096281683,4.221558678,4.017578813,4.111972332,494233272
11/23/2004,4.183451952,4.254683222,4.146840911,4.172244549,496035468
11/24/2004,4.354058748,4.413584324,4.296525885,4.352563858,610628760
11/26/2004,4.378465879,4.483818619,4.366511029,4.467878819,258944796
11/29/2004,4.49203744,4.556543127,4.421054847,4.509222031,426237336
11/30/2004,4.500753948,4.557788983,4.489297396,4.532384396,307692000
12/1/2004,4.531637226,4.545336114,4.471863454,4.482075214,314249436
12/2/2004,4.480579919,4.520678561,4.44695676,4.468126774,250185564
12/3/2004,4.481825533,4.509471507,4.423296554,4.493033886,234533232
12/6/2004,4.461403283,4.500505338,4.383945669,4.390670776,249909840
12/7/2004,4.383447073,4.388428141,4.247709633,4.269627094,274561164
12/8/2004,4.242729002,4.32566551,4.202381204,4.233514309,301370328
12/9/2004,4.240239175,4.32118345,4.195906425,4.319439411,305853840
12/10/2004,4.319438701,4.355552397,4.266140889,4.275106907,172515312
12/13/2004,4.288057555,4.313212519,4.220312466,4.245219231,192551256
12/14/2004,4.25891749,4.453682203,4.224049061,4.450444698,443092464
12/15/2004,4.433010099,4.500256423,4.399885233,4.477591991,458381160
12/16/2004,4.407107417,4.495275079,4.382201601,4.395152569,342569088
12/17/2004,4.402375255,4.495523989,4.397145512,4.48506403,295152552
12/20/2004,4.532883705,4.693775646,4.529645251,4.608098984,392986620
12/21/2004,4.640227183,4.679330183,4.567751596,4.576467991,220431348
12/22/2004,4.580204161,4.653677297,4.5580385,4.639978409,156123720
12/23/2004,4.668620286,4.697262379,4.632507065,4.67982769,144439416
12/27/2004,4.71096049,4.814320522,4.709715698,4.779702187,243919836
12/28/2004,4.784683374,4.820547927,4.757286069,4.800871849,165666168
12/29/2004,4.776462405,4.819799502,4.776462405,4.804357052,107016876
12/30/2004,4.806101411,4.937106931,4.778206763,4.921415806,235935828
12/31/2004,4.962013176,4.97820165,4.795890539,4.801619053,306433260
1/3/2005,4.916434298,5.071847325,4.868116134,5.048685074,633134232
1/4/2005,5.016057925,5.054163855,4.818803171,4.844206333,549685764
1/5/2005,4.818056578,4.90398144,4.787671868,4.819551468,329134536
1/6/2005,4.858653234,4.87907533,4.675345544,4.696016788,415068516
1/7/2005,4.748070992,4.837981278,4.701745533,4.828018665,386129484
1/10/2005,4.844207211,4.933868825,4.777709277,4.858154774,301282416
1/11/2005,4.872101589,4.924156034,4.811331223,4.820297241,278069652
1/12/2005,4.839972595,4.879822088,4.744582962,4.866123676,326784888
1/13/2005,4.866123922,4.91618565,4.832999059,4.864878654,273702024
1/14/2005,4.881566227,4.981439117,4.834992097,4.980442524,385226388
1/18/2005,5.005349002,5.10621849,4.947815666,5.078323841,526377096
1/19/2005,5.097001815,5.11319171,4.899249709,4.913943291,449857692
1/20/2005,4.794395256,4.887792665,4.781942585,4.829761982,359703936
1/21/2005,4.845203288,4.865626333,4.685307481,4.689292431,369965664
1/24/2005,4.699503781,4.71544358,4.491041605,4.501003742,560347092
1/25/2005,4.531388454,4.538861006,4.390670423,4.411341667,425941632
1/26/2005,4.46488984,4.717436575,4.461901009,4.713202477,491823684
1/27/2005,4.701246829,4.703736888,4.612581827,4.684310913,264830904
1/28/2005,4.732629255,4.849188929,4.640975401,4.740599155,487839672
1/31/2005,4.82403371,4.890533067,4.774969518,4.872101784,383484132
2/1/2005,4.841218326,4.89800374,4.747821871,4.77945137,752806440
2/2/2005,5.368477439,5.399609591,5.072346374,5.129629135,1310660028
2/3/2005,5.130376871,5.314183335,5.125893624,5.25166893,519004476
2/4/2005,5.142331164,5.17421076,5.045944933,5.089779377,592179228
2/7/2005,5.112195522,5.140587515,4.869362285,4.882313251,517897584
2/8/2005,4.905476814,4.981689643,4.844955113,4.947319031,458740800
2/9/2005,5.000118534,5.021039401,4.71868105,4.771481514,686173140
2/10/2005,4.781194499,4.78717216,4.613827105,4.681819916,758548692
2/11/2005,4.648944757,4.789912413,4.634249751,4.667375565,524115360
2/14/2005,4.554053823,4.80884148,4.507977986,4.806600094,1540945512
2/15/2005,4.821791671,4.9772047,4.808840704,4.862388611,1030280688
2/16/2005,4.849187604,4.96450198,4.839224994,4.941588879,660630708
2/17/2005,4.927144753,4.974963675,4.901740164,4.928887367,416159424
2/18/2005,4.944080427,4.952298999,4.898003647,4.930132866,339096564
2/22/2005,4.894018621,4.953792863,4.741844045,4.766251564,538808652
2/23/2005,4.81432024,4.84370978,4.698756691,4.830509663,622816560
2/24/2005,4.56700441,4.728394638,4.538610991,4.70448494,1031539428
2/25/2005,4.710959878,4.73013813,4.620302628,4.629268646,398541060
2/28/2005,4.63250776,4.728894012,4.628771484,4.682069778,312423264
3/1/2005,4.714447698,4.725903776,4.532883567,4.634001255,372075552
3/2/2005,4.631260738,4.674099064,4.59166134,4.612083435,291128580
3/3/2005,4.635745404,4.67609273,4.59041606,4.657662868,304039656
3/4/2005,4.649941076,4.66363949,4.609344132,4.630016327,270693036
3/7/2005,4.676839926,4.722168793,4.658159968,4.702493191,346349304
3/8/2005,4.709714937,4.728394418,4.606853693,4.612582207,321522156
3/9/2005,4.587924859,4.598883588,4.487056332,4.516693592,453961584
3/10/2005,4.508226295,4.51295869,4.418315065,4.482573032,437981580
3/11/2005,4.494030357,4.506731703,4.412089495,4.428277969,320810868
3/14/2005,4.441478225,4.443221314,4.298020509,4.358292103,445418136
3/15/2005,4.366013787,4.483072231,4.338866581,4.448452473,416467116
3/16/2005,4.400881913,4.448452163,4.358791028,4.373484612,283967748
3/17/2005,4.41159171,4.474104694,4.378465893,4.465388298,330093576
3/18/2005,4.453433111,4.493033935,4.440979965,4.484067917,283316400
3/21/2005,4.464889551,4.537116941,4.414580095,4.50498867,299048652
3/22/2005,4.512459138,4.531387765,4.429523127,4.448201656,225042732
3/23/2005,4.43251191,4.489048648,4.43251191,4.457666874,193606200
3/24/2005,4.500504448,4.504489397,4.46314549,4.464391232,148059792
3/28/2005,4.524913344,4.602620098,4.506731211,4.518437386,349170480
3/29/2005,4.50922223,4.56476285,4.435002128,4.472361565,258661080
3/30/2005,4.499011302,4.519184723,4.473107944,4.494278908,249194556
3/31/2005,4.432014117,4.517690303,4.424292891,4.495773315,270473256
4/1/2005,4.526906245,4.556543508,4.482821701,4.484067917,247032720
4/4/2005,4.481826049,4.61557174,4.479087315,4.614824295,322732944
4/5/2005,4.675593741,4.738605486,4.671608791,4.696514606,349118532
4/6/2005,4.713202001,4.723413286,4.671857616,4.712703705,209893896
4/7/2005,4.701745778,4.847196223,4.698259125,4.825777531,387300312
4/8/2005,4.824033002,4.859150102,4.76824371,4.783187389,204459336
4/11/2005,4.809089169,4.851678819,4.789911868,4.812576771,216203580
4/12/2005,4.806848873,4.84221465,4.717436414,4.830758572,292491216
4/13/2005,4.818553993,4.839724007,4.725405744,4.805104256,261969768
4/14/2005,4.813573605,4.840720809,4.734621104,4.768244267,245861892
4/15/2005,4.734620781,4.740598443,4.599132495,4.607601166,462632904
4/18/2005,4.59714023,4.67933023,4.569993028,4.656665325,261749988
4/19/2005,4.715443573,4.78194245,4.683065204,4.766999245,336862800
4/20/2005,4.945823257,4.993643603,4.879325329,4.933868408,617441940
4/21/2005,4.991651489,5.105720154,4.96425466,5.086294174,709365924
4/22/2005,5.551536334,5.578933636,5.336349515,5.374953747,1326875796
4/25/2005,5.425014437,5.597363398,5.417541885,5.567227364,792806400
4/26/2005,5.484788375,5.529121117,5.436719832,5.448176384,690189120
4/27/2005,5.429247855,5.500479127,5.398115703,5.473829746,410181408
4/28/2005,5.466855773,5.531113737,5.422273884,5.465610981,346964688
4/29/2005,5.526878857,5.535347528,5.425014205,5.479309559,366441192
5/2/2005,5.530366387,5.571460676,5.48453923,5.536343575,390305304
5/3/2005,5.525385272,5.682291771,5.512185156,5.633476257,710496792
5/4/2005,5.659379071,5.725380129,5.653651507,5.691009521,482856660
5/5/2005,5.693998081,5.693998081,5.625756589,5.653152466,300083616
5/6/2005,5.688519527,5.709689544,5.640450505,5.679054737,270285444
5/9/2005,5.678557665,5.691009863,5.614548366,5.629243374,221250528
5/10/2005,5.615544721,5.673576355,5.596865713,5.673576355,253578168
5/11/2005,5.702715559,5.777682159,5.676813623,5.760497093,458692848
5/12/2005,5.748542837,5.783910041,5.683538842,5.696489811,357570072
5/13/2005,5.707945816,5.755516065,5.661621309,5.709440231,296323380
5/16/2005,5.720398955,5.768716175,5.692753455,5.754519939,227028744
5/17/2005,5.742316138,5.814293904,5.733349646,5.806324005,312043644
5/18/2005,5.818278763,5.976680625,5.816037377,5.956506729,491987520
5/19/2005,5.985896741,6.006567986,5.934341067,5.957005024,388271340
5/20/2005,6.007563539,6.01902104,5.968710638,6.01752615,326213460
5/23/2005,6.056131348,6.428226597,6.044923943,6.362226009,854676468
5/24/2005,6.399833335,6.611036644,6.313659321,6.375923634,1160562276
5/25/2005,6.294481606,6.499955438,6.242178485,6.49572134,721593684
5/26/2005,6.499456634,6.569193485,6.433206436,6.455621243,541322136
5/27/2005,6.487003539,6.626228103,6.45686798,6.624983311,486876636
5/31/2005,6.710410017,6.933816826,6.708916076,6.905673504,888582528
6/1/2005,7.053365532,7.294704385,7.023976942,7.172914028,1406260332
6/2/2005,7.191094755,7.21724679,7.088233504,7.170423985,718245036
6/3/2005,7.142778095,7.205292027,6.909159991,6.980142593,750540708
6/6/2005,7.033191247,7.316122672,7.019244161,7.246137142,900134964
6/7/2005,7.399558124,7.461573757,7.230197523,7.300431728,971947080
6/8/2005,7.293707968,7.302175689,6.923854141,6.96270752,1027007964
6/9/2005,7.091222311,7.185367166,6.987613614,7.130823135,656986356
6/10/2005,7.147758854,7.154981308,6.974164629,7.035931587,507356136
6/13/2005,6.969183762,7.078022676,6.886993756,7.042158127,511615872
6/14/2005,6.938549073,7.004549179,6.917628206,6.932571411,403272324
6/15/2005,6.849136855,6.906419618,6.660597998,6.844155312,834488676
6/16/2005,6.830705691,6.931326031,6.801068427,6.909907341,497997504
6/17/2005,6.948760336,6.981138229,6.871551402,6.981138229,416958624
6/20/2005,6.876283887,7.16469468,6.767693651,7.140536308,840147012
6/21/2005,7.174657137,7.230197283,7.097448204,7.168928623,604686708
6/22/2005,7.214506915,7.280507022,7.189601097,7.205291748,418541040
6/23/2005,7.172914034,7.342523789,7.135555545,7.215503216,561693744
6/24/2005,7.245140896,7.421972618,7.212265181,7.403294086,710137152
6/27/2005,7.444388641,7.583114436,7.318862962,7.573899269,711403884
6/28/2005,7.628194906,7.702164911,7.521597385,7.521597385,760698540
6/29/2005,7.534049879,7.580873158,7.276273411,7.290469646,731216052
6/30/2005,7.330817962,7.445136239,7.248627957,7.326085567,603172224
7/1/2005,7.348251144,7.378138505,7.203299487,7.253858566,368734896
7/5/2005,7.275028926,7.371663843,7.228454319,7.364938736,299460240
7/6/2005,7.404538927,7.412010055,7.257095792,7.26058197,319691988
7/7/2005,7.207533242,7.367179908,7.185616255,7.360704899,426457116
7/8/2005,7.378388407,7.409520561,7.323595701,7.37789011,298005696
7/11/2005,7.382123648,7.387104717,7.248130243,7.306160927,335276388
7/12/2005,7.307156542,7.332311032,7.245888357,7.267058372,234361404
7/13/2005,7.285239086,7.452856117,7.275028275,7.443392277,457058484
7/14/2005,7.604782947,7.639900051,7.473528752,7.493951797,426281292
7/15/2005,7.502669101,7.55646616,7.466305781,7.501423359,337198464
7/18/2005,7.471785606,7.519106707,7.415746686,7.460328579,248063688
7/19/2005,7.524087339,7.729562101,7.516616211,7.718353748,504351144
7/20/2005,7.610511621,7.785849417,7.516616862,7.770657063,571843584
7/21/2005,7.821714178,7.915111592,7.750981196,7.818974495,790784424
7/22/2005,7.630435762,7.702164855,7.380380531,7.531559467,934536528
7/25/2005,7.531310499,7.553726258,7.346259238,7.368426323,385965648
7/26/2005,7.347504946,7.421972773,7.274779258,7.374403,392283324
7/27/2005,7.415497652,7.427701175,7.282499425,7.39532423,288427284
7/28/2005,7.407279784,7.407279784,7.304417106,7.309896946,236786976
7/29/2005,7.276024934,7.293458675,7.147759093,7.166936398,334197468
8/1/2005,7.175902608,7.284991148,7.175405261,7.262825012,226269504
8/2/2005,7.262575308,7.459830093,7.250620458,7.451611519,291316392
8/3/2005,7.421972848,7.464812125,7.362198602,7.404539108,236986776
8/4/2005,7.360953517,7.446878849,7.353482389,7.415249348,209250540
8/5/2005,7.409520611,7.434675578,7.255352831,7.281254768,237350412
8/8/2005,7.312386596,7.363444922,7.234929936,7.253858566,179092728
8/9/2005,7.271540937,7.289473448,7.185616081,7.261828423,230940828
8/10/2005,7.255103868,7.280757131,7.095207106,7.115131855,274884840
8/11/2005,7.120362053,7.137547593,6.989108333,7.074534893,300295404
8/12/2005,7.057350252,7.227706497,7.014511924,7.215751648,263172564
8/15/2005,7.217744177,7.291715605,7.067560883,7.073289871,326661012
8/16/2005,7.095206871,7.16768341,7.056852265,7.114384174,284083632
8/17/2005,7.110898313,7.137298071,7.0732902,7.100687027,155176668
8/18/2005,6.871801299,6.986119577,6.849136868,6.973417282,474437088
8/19/2005,6.998323813,7.009779891,6.964201878,6.973666668,221494284
8/22/2005,7.004549288,7.010278276,6.808041959,6.82447958,272247480
8/23/2005,6.878027453,6.967191236,6.827219226,6.963205338,232635132
8/24/2005,6.913144394,7.091969304,6.885249746,7.03767395,343380276
8/25/2005,7.037176129,7.073289823,6.972918638,7.038172722,174888936
8/26/2005,7.060338011,7.098694039,7.039915917,7.062829494,150061788
8/29/2005,7.029455539,7.200808376,7.029455539,7.184121132,235883880
8/30/2005,7.157722012,7.210522482,7.120113423,7.154733181,191488320
8/31/2005,7.178642334,7.185366966,7.082256095,7.123101711,201158640
9/1/2005,7.120860053,7.160460875,7.098195622,7.129327774,109574316
9/2/2005,7.135803913,7.222476688,7.13406035,7.184121132,137242620
9/6/2005,7.197819729,7.207533192,7.14302655,7.150747776,168323508
9/7/2005,7.120362023,7.359708631,7.105169669,7.344017506,299680020
9/8/2005,7.343021316,7.453852463,7.306409324,7.356968403,264267468
9/9/2005,7.404040335,7.449369672,7.386108299,7.449120998,175444380
9/12/2005,7.51537048,7.756211033,7.496691947,7.714369297,415044540
9/13/2005,7.695938704,7.858574196,7.625454876,7.762686729,411584004
9/14/2005,7.689213806,7.802535957,7.479256747,7.546503067,450580968
9/15/2005,7.459829866,7.639900053,7.419731694,7.537038803,618029352
9/16/2005,7.571907086,7.583861935,7.468547066,7.476767063,302888808
9/19/2005,7.496692036,7.621221601,7.489468632,7.566178799,230245524
9/20/2005,7.624956369,7.753222209,7.602043264,7.668790817,373665960
9/21/2005,7.681244612,7.814491523,7.620225571,7.768166065,404383212
9/22/2005,7.758203287,7.950477472,7.725078896,7.754965782,519735744
9/23/2005,7.795562427,7.900416386,7.785351616,7.854340553,339012648
9/26/2005,7.957450621,7.993565266,7.784604315,7.827442169,395380224
9/27/2005,7.844129937,7.930303947,7.805026933,7.818974495,274649076
9/28/2005,7.82594745,7.847864912,7.61125893,7.621221542,319576104
9/29/2005,7.638157444,7.738777308,7.623213763,7.711380482,224327448
9/30/2005,7.825946984,7.907638688,7.777878915,7.881736279,365685948
10/3/2005,7.811253582,7.972644281,7.790332715,7.937028408,366045588
10/4/2005,7.968658941,8.001783806,7.739274946,7.745750904,365406228
10/5/2005,7.787842068,7.842883921,7.671033254,7.738528728,332802864
10/6/2005,7.823955013,7.832423683,7.723086002,7.789336681,319432248
10/7/2005,7.84014488,7.886968161,7.734294321,7.795314312,270541188
10/10/2005,7.80328357,7.840890731,7.69967393,7.737033367,222665112
10/11/2005,7.736037626,7.786845381,7.592828106,7.623711586,341362296
10/12/2005,7.601296759,7.650858772,7.446878886,7.4959445,371875752
10/13/2005,7.521598001,7.521598001,7.239661725,7.408025742,422285292
10/14/2005,7.469294581,7.477513629,7.285986891,7.375648499,340423236
10/17/2005,7.409520098,7.601296452,7.336296114,7.596315384,302365332
10/18/2005,7.595319023,7.67003695,7.540027548,7.553477287,282828888
10/19/2005,7.571409068,7.717607413,7.57041295,7.688466549,280147572
10/20/2005,7.72059604,7.74898851,7.501921624,7.551484585,555911532
10/21/2005,8.612478581,8.628168758,8.293681639,8.465533257,914780304
10/24/2005,8.551956417,8.699648704,8.522566404,8.683459282,376890732
10/25/2005,8.611979567,8.65232736,8.539253882,8.640122414,274856868
10/26/2005,8.624432287,8.866518095,8.622190427,8.852570534,355943700
10/27/2005,8.881462088,8.893665136,8.758924772,8.793293953,205170624
10/28/2005,8.848337258,8.939990623,8.842109974,8.920563698,235903860
10/31/2005,8.972119163,9.33350479,8.953938453,9.268500328,573142284
11/1/2005,9.261527936,9.561395309,9.190544856,9.448820114,653589756
11/2/2005,9.506601136,9.588791616,9.393778222,9.456292152,422193384
11/3/2005,9.524286255,9.628143634,9.498632041,9.612452507,297638064
11/4/2005,9.712822142,9.757902329,9.599998288,9.724030495,352643004
11/7/2005,9.840340866,9.899368615,9.766869157,9.838598251,383276340
11/8/2005,9.819169866,9.852544352,9.677953546,9.710829735,315584100
11/9/2005,9.63038453,9.670732328,9.41519722,9.443092346,418257324
11/10/2005,9.423414892,9.746944219,9.400253112,9.740716934,364782852
11/11/2005,9.840839066,9.885171334,9.684678585,9.723282814,282273444
11/14/2005,9.766121447,9.918046885,9.751426915,9.886915207,312003684
11/15/2005,9.82240842,9.887662508,9.736982332,9.783058167,344651004
11/16/2005,9.86773727,9.933737373,9.815683778,9.916303635,347460192
11/17/2005,10.00721075,10.057272,9.950674479,10.04830551,368119512
11/18/2005,10.04930255,10.07445847,9.95864482,9.967611313,280742976
11/21/2005,9.941707903,10.21094187,9.800242898,10.19549942,412990596
11/22/2005,10.17781675,10.3935033,10.11754563,10.37258148,383456160
11/23/2005,10.38677662,10.57805515,10.35539627,10.5317297,402996600
11/25/2005,10.60445462,10.67842462,10.59249929,10.67518711,193410396
11/28/2005,10.70507662,10.74044334,10.52127156,10.5471735,439895664
11/29/2005,10.57158092,10.61989957,10.01568107,10.05054951,858972168
11/30/2005,10.06848064,10.17283536,9.851798455,10.08466911,623240136
12/1/2005,10.19151455,10.34692711,10.16885012,10.3133049,389406204
12/2/2005,10.38428773,10.4487939,10.30757757,10.40321636,301438260
12/5/2005,10.3857821,10.39823572,10.06897833,10.10808086,411164424
12/6/2005,10.17906245,10.37108797,10.00472126,10.07545376,604406988
12/7/2005,10.11579969,10.1292499,9.937722705,10.06748295,466169364
12/8/2005,10.09438228,10.22762966,10.0281316,10.22762966,356043600
12/9/2005,10.33596881,10.35539668,10.17557517,10.19151497,305430264
12/12/2005,10.32675437,10.34120022,10.21019471,10.27644444,277725996
12/13/2005,10.27370363,10.41068585,10.25228447,10.39798451,326225448
12/14/2005,10.38677667,10.45377431,10.34817339,10.43459606,264950784
12/15/2005,10.43833304,10.53870423,10.37332858,10.52400875,241590168
12/16/2005,10.59349593,10.77182253,10.52898882,10.71329403,652566780
12/19/2005,10.76435289,11.11328493,10.4632393,10.57506752,876594528
12/20/2005,10.65626024,10.76435266,10.57680991,10.70308399,402984612
12/21/2005,10.79797605,10.88041426,10.47818345,10.61815453,448427124
12/22/2005,10.75364181,10.78078902,10.60819139,10.76036739,301562136
12/23/2005,10.76310699,10.77182386,10.67917389,10.73272133,183620196
12/27/2005,10.75588372,10.75588372,10.52924035,10.57606316,267843888
12/28/2005,10.56859057,10.65426722,10.4918804,10.62712002,284431284
12/29/2005,10.65924773,10.67792768,10.43982731,10.46423435,277554168
12/30/2005,10.39250573,10.41591808,10.30458817,10.33248234,303180516
1/3/2006,10.52326292,10.85077578,10.4161671,10.83981705,524323152
1/4/2006,11.05575305,11.18177656,10.95239302,11.08912659,610844544
1/5/2006,11.10805534,11.24628286,10.99597844,11.23856163,431899668
1/6/2006,11.37878086,11.71824902,11.28837276,11.59770489,709565724
1/9/2006,11.61638468,11.79047721,11.48014941,11.62858868,511164324
1/10/2006,11.56682181,11.71202357,11.50754633,11.69982052,363520116
1/11/2006,11.73742767,11.83306646,11.68537417,11.74639416,359935704
1/12/2006,11.79844683,11.83007775,11.4940967,11.54714584,404606988
1/13/2006,11.56408141,11.62833985,11.49683604,11.61240006,305957736
1/17/2006,11.53295009,11.70330681,11.51975044,11.63381863,330481188
1/18/2006,11.14043292,11.390986,11.03956343,11.08090782,818608572
1/19/2006,11.23681742,11.2945999,10.78427673,10.87020111,580910508
1/20/2006,10.92624049,10.95936536,9.831374486,9.94893074,1643023332
1/23/2006,10.14618697,10.66946018,10.10509126,10.64729404,908746344
1/24/2006,10.85974217,11.08190276,10.82113794,11.03408337,617965416
1/25/2006,11.23906051,11.31303052,10.69013306,10.78427792,748842408
1/26/2006,10.94716168,10.95837003,10.54916499,10.81590748,516526956
1/27/2006,10.83408877,10.91428511,10.68415462,10.79648018,337749912
1/30/2006,10.69038114,10.79125062,10.58502983,10.63035774,343212444
1/31/2006,10.72375579,10.94865654,10.55937673,10.77580833,881757360
2/1/2006,9.68916311,10.01219324,9.651555467,10.00671482,1083815100
2/2/2006,10.05752241,10.12427044,9.862258429,9.863753319,471835692
2/3/2006,9.803481083,9.810454389,9.279211242,9.502865791,730540728
2/6/2006,9.596511633,9.710830383,9.453302116,9.591281891,357258384
2/7/2006,9.53873102,9.556414385,9.049578274,9.163397789,664542792
2/8/2006,9.177345192,9.232388471,8.83339422,9.192288399,831331836
2/9/2006,9.245088565,9.324786606,8.869258043,8.935506821,476019504
2/10/2006,9.014708903,9.078219425,8.795286572,9.031146049,608331060
2/13/2006,8.633399611,8.732027242,8.515096379,8.609987259,787923288
2/14/2006,8.600771932,8.759173318,8.527797575,8.550710678,585573840
2/15/2006,8.499653427,8.617459305,8.41397677,8.527298927,517362120
2/16/2006,8.609240319,9.140484411,8.579851253,9.127036095,851767380
2/17/2006,9.211716084,9.268501028,9.056302561,9.184069633,572235192
2/21/2006,9.126537068,9.303369763,9.0934122,9.130273819,347092560
2/22/2006,9.144220099,9.189050668,9.062280189,9.10287571,258788952
2/23/2006,9.105863347,9.495144073,9.100384931,9.416192055,501561936
2/24/2006,9.397015077,9.466004012,9.302123257,9.399504662,259112628
2/27/2006,9.495892935,9.755662145,9.471236263,9.72278595,408079512
2/28/2006,9.793021137,9.901112615,8.430914177,9.03139782,1575926496
3/1/2006,9.179336099,9.201502232,8.998519907,9.085690498,481965552
3/2/2006,9.072739158,9.49165765,9.020935286,9.375845909,732478788
3/3/2006,9.571356649,9.644580634,9.358659898,9.418932915,478001520
3/6/2006,9.486924691,9.548941269,9.143970361,9.167880058,357230412
3/7/2006,9.0911711,9.17659814,8.920067398,9.076973915,414736848
3/8/2006,8.814964063,8.966890465,8.730532665,8.813718796,469354176
3/9/2006,8.851326959,8.929531068,8.50538281,8.542741776,555859584
3/10/2006,8.555193752,8.580100043,8.257567323,8.405757904,772250976
3/13/2006,8.491185944,8.619949599,8.354701062,8.394799232,545150304
3/14/2006,8.396792893,8.776109627,8.284217703,8.745974541,737289972
3/15/2006,8.736260562,8.774366498,8.481224707,8.580101013,510241248
3/16/2006,8.682464028,8.685950207,8.415721535,8.437389374,400267332
3/17/2006,8.43813668,8.512356315,8.341750908,8.46279335,341725932
